
开始运行: pipeline_countdown.py
 切换到门店：Woolworths Christchurch Airport

 正在爬取分类：Egg - https://www.woolworths.co.nz/shop/browse/pantry/eggs
[Egg] Woodland Eggs Free Range Size 7 Carton 10pack | 总价: 8.9|总数量：10pack | 单位价: 0.89 单位： ea | Promo: 1
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/butchery/fresh-beef--lamb?storeId=8cd700ae-d96f-4761-bd7a-805d6b93536d
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Prime Beef Mince | $20.29 | Promo: 0
✅ 插入成功: NZ Premium Beef Mince | $24.29 | Promo: 0
✅ 插入成功: Beef Rump Steak | $27.99 | Promo: 0
✅ 插入成功: Lamb Leg Roast | $22.49 | Promo: 0
✅ 插入成功: Lamb Shoulder Chops | $16.49 | Promo: 1
✅ 插入成功: NZ Beef Porterhouse Steak | $36.79 | Promo: 0
✅ 插入成功: Vacuum Packed Whole Lamb Leg | $22.49 | Promo: 0
✅ 插入成功: Beef Scotch Fillet Steak | $42.79 | Promo: 0
✅ 插入成功: NZ Beef Schnitzel | $25.49 | Promo: 0
✅ 插入成功: Wilson Hellaby Corned Silverside | $17.49 | Promo: 0
✅ 插入成功: Lamb Loin Chops | $27.99 | Promo: 0
✅ 插入成功: Crumbed Beef Schnitzel | $25.49 | Promo: 0
✅ 插入成功: NZ Beef Bolar Roast | $25.99 | Promo: 0
✅ 插入成功: Lamb Steak | $33.99 | Promo: 0
✅ 插入成功: NZ Beef Chuck Steak | $21.99 | Promo: 1
✅ 插入成功: NZ Stir Fry Beef | $29.89 | Promo: 0
✅ 插入成功: NZ Lamb Leg Chops | $23.49 | Promo: 0
✅ 插入成功: NZ Beef Blade Steak | $26.99 | Promo: 0
✅ 插入成功: Lamb Mince | $26.29 | Promo: 0
✅ 插入成功: NZ Diced Beef | $29.89 | Promo: 0
✅ 插入成功: NZ Tenderised Beef Steak | $28.99 | Promo: 0
✅ 插入成功: Beef Fillet Steak | $62.99 | Promo: 0
✅ 插入成功: Point End Brisket | $22.49 | Promo: 0
✅ 插入成功: NZ Beef Topside Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Beef Topside Roast | $25.99 | Promo: 0
✅ 插入成功: Lamb Butterfly Leg Roasts | $38.99 | Promo: 0
✅ 插入成功: NZ Beef Shin Meat | $23.49 | Promo: 0
✅ 插入成功: Harris Farms Italian Shorts Beef Sausages | $8.25 | Promo: 0
✅ 插入成功: Beef Ribeye Steak On The Bone | $36.79 | Promo: 0
✅ 插入成功: Beef Danish Roast | $18.99 | Promo: 0
✅ 插入成功: Whole Beef Ribeye | $37.79 | Promo: 0
✅ 插入成功: Lamb Hearts | $14.99 | Promo: 0
✅ 插入成功: NZ Beef T Bone Steak | $39.99 | Promo: 0
✅ 插入成功: NZ Lamb Forequarter Roast | $18.99 | Promo: 0
✅ 插入成功: Beef Cheeks | $25.99 | Promo: 0
✅ 插入成功: Beef Short Ribs | $24.49 | Promo: 0
✅ 插入成功: NZ Frenched Lamb Rack | $54.99 | Promo: 0
✅ 插入成功: Unsliced Beef Fillet Steak | $62.99 | Promo: 0
✅ 插入成功: Wilson Hellaby Teriyaki Marinated Porterhouse Sirloin Beef | $25.99 | Promo: 0
✅ 插入成功: NZ Lamb Boneless Rolled Forquarter | $28.99 | Promo: 0
✅ 插入成功: Beef Skirt Steak | $22.99 | Promo: 0
✅ 插入成功: Lamb Kidneys | $28.99 | Promo: 0
✅ 插入成功: NZ Lamb Schnitzel | $31.49 | Promo: 0
✅ 插入成功: NZ Whole Beef Porterhouse | $32.99 | Promo: 0
✅ 插入成功: NZ Butterflied Lamb Shoulder | $29.99 | Promo: 0
✅ 插入成功: Diced Lamb | $37.69 | Promo: 0
✅ 插入成功: NZ Ox Heart | $8.49 | Promo: 0
✅ 插入成功: NZ Ox Kidney | $13.49 | Promo: 0
✅ 插入成功: Lamb Rump Roast | $32.49 | Promo: 0
✅ 插入成功: Fresh French Lamb Cutlets | $50.99 | Promo: 0
✅ 插入成功: Mini Lamb Roast | $33.49 | Promo: 0
✅ 插入成功: Lamb Stirfry | $33.49 | Promo: 0
✅ 插入成功: Lamb Ribeye Roast | $32.99 | Promo: 0
✅ 插入成功: Point End Brisket Slices | $23.49 | Promo: 0
 爬取 Egg @ store be4c4780-218e-425a-a90f-63e21773572b
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/eggs?storeId=be4c4780-218e-425a-a90f-63e21773572b
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $7.99 | Promo: 0
✅ 插入成功: Woodland Free Range Size 7 Eggs | $8.99 | Promo: 0
✅ 插入成功: Woodland Free Range Size 6 Eggs | $8.69 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $6.99 | Promo: 1
✅ 插入成功: Woodland Free Range Size 6 Eggs | $14.99 | Promo: 0
✅ 插入成功: Sure As Eggs Size 7 Eggs | $7.49 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $9.99 | Promo: 1
✅ 插入成功: Farmer Brown Farm Fresh Colony Size 6 Eggs | $12.99 | Promo: 0
✅ 插入成功: Quail Valley Free Range Mixed Grade Eggs | $10.49 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 6 Eggs | $5.99 | Promo: 0
✅ 插入成功: Farmer Brown Barn Cage Free Size 7 Eggs | $3.79 | Promo: 1
✅ 插入成功: Bowalley Free Range Size 7 Eggs | $8.99 | Promo: 0
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $10.49 | Promo: 1
✅ 插入成功: Bowalley Free Range Size 6 Eggs | $7.99 | Promo: 1
✅ 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $8.99 | Promo: 1
✅ 插入成功: Farmer Brown Free Range Large Size 7 Eggs | $11.29 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $5.29 | Promo: 0
✅ 插入成功: Farmer Brown Cage-Free Barn Size 7 Eggs | $8.79 | Promo: 1
✅ 插入成功: Woodland Free Range Grade 7 Eggs | $6.49 | Promo: 0
✅ 插入成功: Farmer Brown Free Range Mixed Grade Eggs | $10.29 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $12.99 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 8 Eggs | $3.99 | Promo: 1
✅ 插入成功: Woodland Free Range Grade 8 Eggs | $10.99 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 8 Eggs | $5.29 | Promo: 1
✅ 插入成功: Farmer Brown Barn Cage Free Size 7 Eggs | $14.99 | Promo: 0
✅ 插入成功: Pams Free Range Size 7 Eggs | $5.79 | Promo: 0
✅ 插入成功: New Day Free Range Size 7 Eggs | $9.99 | Promo: 0
✅ 插入成功: Pams Free Range Mixed Grade Eggs | $13.99 | Promo: 0
✅ 插入成功: Zeagold Egg White Natural Protein | $13.95 | Promo: 0
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $5.49 | Promo: 0
✅ 插入成功: Pams Free Range Size 6 Eggs | $5.79 | Promo: 0
✅ 插入成功: Lakeside Free Range Mixed Eggs | $10.29 | Promo: 0
✅ 插入成功: Pams Free Range Size 8 Eggs | $6.49 | Promo: 0
✅ 插入成功: Woodland Egg Whites | $8.79 | Promo: 0
✅ 插入成功: New Day Free Range Size 6 Eggs | $15.79 | Promo: 0
 爬取 Milk @ store be4c4780-218e-425a-a90f-63e21773572b
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/fresh-milk?storeId=be4c4780-218e-425a-a90f-63e21773572b
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Value Standard Milk | $4.29 | Promo: 0
✅ 插入成功: Value Standard Milk | $6.55 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $4.69 | Promo: 1
✅ 插入成功: Value Trim Milk | $4.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Lite Milk | $4.95 | Promo: 0
✅ 插入成功: Pams Standard Milk | $4.95 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $8.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Pams Trim Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $6.19 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $4.69 | Promo: 1
✅ 插入成功: Pams Lite Milk | $2.85 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $4.69 | Promo: 1
✅ 插入成功: Meadow Fresh Original Fresh Milk | $1.55 | Promo: 0
✅ 插入成功: Value Trim Milk | $6.55 | Promo: 0
✅ 插入成功: Pams Trim Milk | $4.95 | Promo: 0
✅ 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $6.65 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $3.45 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $6.79 | Promo: 0
✅ 插入成功: Anchor A2 Blue Milk | $7.39 | Promo: 0
✅ 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $3.59 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Pams Trim Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $3.35 | Promo: 0
✅ 插入成功: Meadow Fresh Cultured Buttermilk | $4.89 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $3.65 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $1.55 | Promo: 0
✅ 插入成功: Naturalea Organic Milk | $4.65 | Promo: 0
✅ 插入成功: Anchor A2 Lite Milk | $7.39 | Promo: 0
✅ 插入成功: Meadow Fresh Organic Original Fresh Milk | $7.39 | Promo: 0
✅ 插入成功: Puhoi Valley Fresh Non Homogenised Non Organic Milk | $6.75 | Promo: 0
✅ 插入成功: Lewis Road Creamery A2 Protein Homogenised Milk | $6.59 | Promo: 0
✅ 插入成功: Lewis Road Creamery Homogenised Jersey Milk | $6.45 | Promo: 0
✅ 插入成功: Lewis Road Creamery Non-Homogenised Jersey Milk | $6.45 | Promo: 0
✅ 插入成功: Lewis Road Creamery Caramel Espresso Fresh Flavoured Milk | $3.89 | Promo: 1
✅ 插入成功: Lewis Road Creamery Caramel Espresso Fresh Flavoured Milk | $8.09 | Promo: 0
 爬取 Meat @ store be4c4780-218e-425a-a90f-63e21773572b
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/butchery/fresh-beef--lamb?storeId=be4c4780-218e-425a-a90f-63e21773572b
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Prime Beef Mince | $17.99 | Promo: 0
✅ 插入成功: NZ Premium Beef Mince | $21.99 | Promo: 1
✅ 插入成功: Beef Rump Steak | $27.99 | Promo: 0
✅ 插入成功: Lamb Leg Roast | $22.49 | Promo: 0
✅ 插入成功: Lamb Shoulder Chops | $16.49 | Promo: 1
✅ 插入成功: NZ Beef Porterhouse Steak | $36.79 | Promo: 0
✅ 插入成功: Beef Scotch Fillet Steak | $42.79 | Promo: 0
✅ 插入成功: NZ Beef Schnitzel | $23.99 | Promo: 1
✅ 插入成功: Lamb Loin Chops | $27.99 | Promo: 0
✅ 插入成功: Harris Farms Prime Beef Mince | $10.45 | Promo: 0
✅ 插入成功: Crumbed Beef Schnitzel | $23.99 | Promo: 1
✅ 插入成功: Lamb Steak | $33.99 | Promo: 0
✅ 插入成功: NZ Beef Chuck Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Stir Fry Beef | $25.99 | Promo: 1
✅ 插入成功: NZ Lamb Leg Chops | $23.49 | Promo: 0
✅ 插入成功: NZ Beef Blade Steak | $26.99 | Promo: 0
✅ 插入成功: Bulk Beef Chuck Stewing Steak | $23.99 | Promo: 0
✅ 插入成功: Lamb Mince | $26.29 | Promo: 0
✅ 插入成功: NZ Diced Beef | $23.99 | Promo: 1
✅ 插入成功: Lamb Shanks (Knuckles) | $21.99 | Promo: 0
✅ 插入成功: NZ Tenderised Beef Steak | $28.99 | Promo: 0
✅ 插入成功: Beef Fillet Steak | $62.99 | Promo: 0
✅ 插入成功: BBQ Patties | $17.99 | Promo: 0
✅ 插入成功: NZ Beef Topside Steak | $26.99 | Promo: 0
✅ 插入成功: Lamb Butterfly Leg Roasts | $38.99 | Promo: 0
✅ 插入成功: NZ Beef Shin Meat | $23.49 | Promo: 0
✅ 插入成功: Bulk Beef Topside Steak | $25.99 | Promo: 0
✅ 插入成功: Harris Farms Italian Shorts Beef Sausages | $8.25 | Promo: 0
✅ 插入成功: Lamb Drumsticks | $25.99 | Promo: 0
✅ 插入成功: NZ Beef T Bone Steak | $39.99 | Promo: 0
✅ 插入成功: Frozen Lamb Loin Chops | $22.99 | Promo: 0
✅ 插入成功: Bulk Lamb Loin Chops | $26.99 | Promo: 0
✅ 插入成功: Beef Shin On Bone | $15.99 | Promo: 0
✅ 插入成功: NZ Lamb Forequarter Roast | $18.99 | Promo: 0
✅ 插入成功: Bulk Gravy Beef | $23.49 | Promo: 0
✅ 插入成功: Bulk Boneless Beef Shin | $21.99 | Promo: 0
✅ 插入成功: NZ Frenched Lamb Rack | $54.99 | Promo: 0
✅ 插入成功: Unsliced Beef Fillet Steak | $62.99 | Promo: 0
✅ 插入成功: NZ Gravy Beef | $25.49 | Promo: 0
✅ 插入成功: Pams Lamb Burger Patties | $11.49 | Promo: 0
✅ 插入成功: Steak & Cheese Patties | $17.99 | Promo: 0
✅ 插入成功: Beef Olives | $24.99 | Promo: 0
✅ 插入成功: Lamb Semi-Boned Forequarter | $25.99 | Promo: 0
✅ 插入成功: NZ Lamb Leg Shank End | $22.49 | Promo: 0
✅ 插入成功: Lamb Leg Thick End | $22.49 | Promo: 0
✅ 插入成功: Hellers Craft Ol Smokey Beef & Brisket Smashed Burgers | $5.49 | Promo: 1
✅ 插入成功: Hellers Craft Beef & Caramelised Onion Smashed Burgers | $5.49 | Promo: 1
 爬取 Egg @ store dbca5e00-f7f9-43ae-91de-031ad16f8a92
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/eggs?storeId=dbca5e00-f7f9-43ae-91de-031ad16f8a92
✅ 插入成功: Woodland Free Range Size 7 Eggs | $8.99 | Promo: 0
✅ 插入成功: Woodland Free Range Size 6 Eggs | $8.69 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $7.99 | Promo: 0
✅ 插入成功: Woodland Free Range Size 6 Eggs | $14.99 | Promo: 0
✅ 插入成功: Sure As Eggs Size 7 Eggs | $7.49 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $11.79 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 6 Eggs | $5.99 | Promo: 0
✅ 插入成功: Farmer Brown Barn Cage Free Size 7 Eggs | $5.49 | Promo: 0
✅ 插入成功: Bowalley Free Range Size 7 Eggs | $8.99 | Promo: 0
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $10.49 | Promo: 1
✅ 插入成功: Bowalley Free Range Size 6 Eggs | $7.99 | Promo: 1
✅ 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $8.99 | Promo: 1
✅ 插入成功: Farmer Brown Free Range Large Size 7 Eggs | $11.29 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $5.29 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 7 Eggs | $6.49 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $12.99 | Promo: 0
✅ 插入成功: Pams Free Range Free Range Size 6 Eggs | $9.49 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 8 Eggs | $6.99 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 8 Eggs | $10.99 | Promo: 0
✅ 插入成功: Zeagold Egg White Natural Protein | $13.95 | Promo: 0
✅ 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $5.99 | Promo: 0
✅ 插入成功: Henergy Cage-Free Size 6 Eggs | $7.99 | Promo: 1
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $5.49 | Promo: 0
✅ 插入成功: Zealand Farms Free Range Size 7 Eco Eggs | $8.49 | Promo: 1
✅ 插入成功: Zealand Farms Free Range Animal Welfare Mixed Grade Eggs | $14.69 | Promo: 0
✅ 插入成功: Henergy Barn Size 6 Eggs | $13.99 | Promo: 0
✅ 插入成功: New Day Free Range Size 6 Eggs | $15.79 | Promo: 0
 爬取 Milk @ store dbca5e00-f7f9-43ae-91de-031ad16f8a92
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/fresh-milk?storeId=dbca5e00-f7f9-43ae-91de-031ad16f8a92
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Value Standard Milk | $4.29 | Promo: 0
✅ 插入成功: Meadow Fresh Original Fresh Milk | $5.49 | Promo: 0
✅ 插入成功: Value Trim Milk | $4.29 | Promo: 0
✅ 插入成功: Pams Standard Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Lite Milk | $4.95 | Promo: 0
✅ 插入成功: Pams Standard Milk | $4.95 | Promo: 0
✅ 插入成功: Pams Standard Milk | $7.89 | Promo: 0
✅ 插入成功: Pams Trim Milk | $2.85 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $6.19 | Promo: 0
✅ 插入成功: Meadow Fresh Lite Fresh Milk | $5.49 | Promo: 0
✅ 插入成功: Pams Lite Milk | $2.85 | Promo: 0
✅ 插入成功: Meadow Fresh Trim Fresh Milk | $5.49 | Promo: 0
✅ 插入成功: Pams Trim Milk | $4.95 | Promo: 0
✅ 插入成功: Pams Calci Smart Milk | $3.45 | Promo: 0
✅ 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $6.79 | Promo: 0
✅ 插入成功: Anchor A2 Blue Milk | $7.39 | Promo: 0
✅ 插入成功: Pams Trim Milk | $7.89 | Promo: 0
✅ 插入成功: Meadow Fresh Cultured Buttermilk | $4.89 | Promo: 0
✅ 插入成功: Lewis Road Creamery Caramel Espresso Fresh Flavoured Milk | $3.89 | Promo: 1
✅ 插入成功: Lewis Road Creamery Caramel Espresso Fresh Flavoured Milk | $8.09 | Promo: 0
✅ 插入成功: Lewis Road Creamery Rocky Road Fresh Flavoured Milk | $8.09 | Promo: 0
✅ 插入成功: Lewis Road Creamery Rocky Road Fresh Flavoured Milk | $3.89 | Promo: 1
 爬取 Meat @ store dbca5e00-f7f9-43ae-91de-031ad16f8a92
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/butchery/fresh-beef--lamb?storeId=dbca5e00-f7f9-43ae-91de-031ad16f8a92
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Prime Beef Mince | $16.99 | Promo: 1
✅ 插入成功: NZ Premium Beef Mince | $22.49 | Promo: 0
✅ 插入成功: Beef Rump Steak | $26.89 | Promo: 0
✅ 插入成功: Lamb Shoulder Chops | $16.49 | Promo: 1
✅ 插入成功: Beef Scotch Fillet Steak | $42.79 | Promo: 0
✅ 插入成功: NZ Beef Schnitzel | $25.49 | Promo: 0
✅ 插入成功: Lamb Loin Chops | $28.99 | Promo: 0
✅ 插入成功: Crumbed Beef Schnitzel | $25.49 | Promo: 0
✅ 插入成功: Beef Bones | $5.69 | Promo: 0
✅ 插入成功: NZ Beef Bolar Roast | $25.99 | Promo: 0
✅ 插入成功: Lamb Steak | $33.99 | Promo: 0
✅ 插入成功: NZ Beef Chuck Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Stir Fry Beef | $29.89 | Promo: 0
✅ 插入成功: NZ Beef Blade Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Diced Beef | $29.89 | Promo: 0
✅ 插入成功: Lamb Shanks (Knuckles) | $19.99 | Promo: 0
✅ 插入成功: NZ Tenderised Beef Steak | $28.99 | Promo: 0
✅ 插入成功: Beef Fillet Steak | $62.99 | Promo: 0
✅ 插入成功: Beef Brisket | $21.49 | Promo: 0
✅ 插入成功: Beef Rolled Rib Roast Plain | $19.99 | Promo: 0
✅ 插入成功: BBQ Patties | $7.99 | Promo: 0
✅ 插入成功: NZ Beef Topside Steak | $26.99 | Promo: 0
✅ 插入成功: NZ Beef Topside Roast | $25.99 | Promo: 0
✅ 插入成功: Lamb Butterfly Leg Roasts | $29.99 | Promo: 0
✅ 插入成功: NZ Lambs Fry | $13.79 | Promo: 0
✅ 插入成功: Lamb Hearts | $14.99 | Promo: 0
✅ 插入成功: NZ Beef T Bone Steak | $39.99 | Promo: 0
✅ 插入成功: Beef Cheeks | $25.99 | Promo: 0
✅ 插入成功: NZ Frenched Lamb Rack | $54.99 | Promo: 0
✅ 插入成功: Lamb Kidneys | $16.99 | Promo: 0
✅ 插入成功: Swiss Roll | $13.99 | Promo: 0
✅ 插入成功: NZ Lamb Schnitzel | $31.49 | Promo: 0
✅ 插入成功: Diced Lamb | $37.69 | Promo: 0
✅ 插入成功: Fresh French Lamb Cutlets | $50.99 | Promo: 0
✅ 插入成功: Lamb Stirfry | $33.49 | Promo: 0
PAKnSAVE data successfully collected
====================================================================
Exception ignored in: <function Chrome.__del__ at 0x000001DF4C8187C0>
Traceback (most recent call last):
  File "C:\Python311\Lib\site-packages\undetected_chromedriver\__init__.py", line 843, in __del__
  File "C:\Python311\Lib\site-packages\undetected_chromedriver\__init__.py", line 798, in quit
OSError: [WinError 6] 句柄无效。
 pipeline_paknsave.py 执行完成
