
开始运行: pipeline_countdown.py
 切换到门店：Woolworths Avonhead

 正在爬取分类：Egg - https://www.woolworths.co.nz/shop/browse/pantry/eggs
 共找到 109 个商品
[Egg] Woodland Eggs Free Range Size 6 Carton 10pack | 总价: 7.9|总数量：10pk | 单位价: 0.79 单位： ea | Promo: 1
[Meat] Woolworths Lamb Diced Small Tray Min Order 500g | 总价: 38.5|总数量：kg | 单位价: 38.5 单位： kg | Promo: 0
[Meat] Woolworths Lamb Leg Butterfly | 总价: 39.9|总数量：kg | 单位价: 39.9 单位： kg | Promo: 0
[Meat] Woolworths Lamb Knuckles Gourmet Medium Pk Min Order 800g | 总价: 26.9|总数量：kg | 单位价: 26.9 单位： kg | Promo: 0
[Meat] Woolworths Lamb Knuckles Gourmet 2 Pce Vac Pack Min Order 700g | 总价: 26.9|总数量：kg | 单位价: 26.9 单位： kg | Promo: 0
[Meat] Woolworths Lamb Spare Ribs Large Tray Min Order 800g | 总价: 26.9|总数量：kg | 单位价: 26.9 单位： kg | Promo: 0
[Meat] Woolworths Lamb Roast Forequarter Rolled Min Order 1.4kg | 总价: 30.0|总数量：kg | 单位价: 30.0 单位： kg | Promo: 0
[Meat] Woolworths Lamb Rack NZ Skin On | 总价: 49.95|总数量：kg | 单位价: 49.95 单位： kg | Promo: 0
分类 [Meat] 商品信息打印完毕

 切换到门店：Woolworths Ashburton

 正在爬取分类：Egg - https://www.woolworths.co.nz/shop/browse/pantry/eggs
 共找到 114 个商品
[Egg] Woodland Eggs Free Range Size 6 Carton 10pack | 总价: 7.9|总数量：10pk | 单位价: 0.79 单位： ea | Promo: 1
[Egg] Woodland Eggs Free Range Size 7 Carton 10pack | 总价: 9.95|总数量：10pk | 单位价: 1.0 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Mixed Grade Tray 20pack | 总价: 15.2|总数量：20pk | 单位价: 0.76 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Cage Free Barn Size 6 Carton 12pack | 总价: 8.4|总数量：12pk | 单位价: 0.7 单位： ea | Promo: 1
[Egg] Henergy Eggs Cage Free Size 6 Carton 18pack | 总价: 14.5|总数量：18pk | 单位价: 0.81 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Mixed Grade Carton 12pack | 总价: 9.9|总数量：12pk | 单位价: 0.83 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Mixed Grade Carton 12pack | 总价: 8.5|总数量：12pk | 单位价: 0.71 单位： ea | Promo: 0
[Egg] Henergy Eggs Cage Free Size 6 Carton 12pack | 总价: 10.5|总数量：12pk | 单位价: 0.88 单位： ea | Promo: 0
[Egg] Henergy Eggs Cage Free Size 7 Carton 12pack | 总价: 10.8|总数量：12pk | 单位价: 0.9 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Mixed Grade Carton 18pack | 总价: 15.0|总数量：18pk | 单位价: 0.83 单位： ea | Promo: 0
[Egg] Henergy Eggs Cage Free Size 7 Carton 18pack | 总价: 15.5|总数量：18pk | 单位价: 0.86 单位： ea | Promo: 0
[Egg] Better Eggs Spca Eggs Free Range Mixed Grade Carton 12pack | 总价: 8.9|总数量：12pk | 单位价: 0.74 单位： ea | Promo: 1
[Egg] Otaika Valley Eggs Free Range Mixed Grade Carton 6pack | 总价: 5.0|总数量：6pk | 单位价: 0.83 单位： ea | Promo: 1
[Egg] Otaika Valley Eggs Free Range Mixed Grade Carton 10pack | 总价: 8.69|总数量：10pk | 单位价: 0.87 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Cage Free Barn Size 7 Carton 12pack | 总价: 10.95|总数量：12pk | 单位价: 0.91 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 7 Carton 12pack | 总价: 11.2|总数量：12pk | 单位价: 0.93 单位： ea | Promo: 0
[Egg] Otaika Valley Eggs Free Range Size 7 Carton 12pack | 总价: 12.35|总数量：12pk | 单位价: 1.03 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Cage Free Barn Size 6 Carton 18pack | 总价: 14.99|总数量：18pk | 单位价: 0.83 单位： ea | Promo: 0
[Egg] Otaika Valley Eggs Free Range Size 7 Carton 6pack | 总价: 7.49|总数量：6pk | 单位价: 1.25 单位： ea | Promo: 0
[Egg] New Day Eggs Free Range Mixed Grade Carton 12pack | 总价: 9.2|总数量：12pk | 单位价: 0.77 单位： ea | Promo: 1
[Egg] Otaika Valley Eggs Free Range Mixed Grade Carton 18pack | 总价: 17.99|总数量：18pk | 单位价: 1.0 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Size 7 Carton 12pack | 总价: 9.45|总数量：12pk | 单位价: 0.79 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 7 Carton 18pack | 总价: 16.5|总数量：18pk | 单位价: 0.92 单位： ea | Promo: 0
[Egg] Woodland Eggs Free Range Size 7 Carton 6pack | 总价: 6.69|总数量：6pk | 单位价: 1.12 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Size 7 Carton 18pack | 总价: 15.3|总数量：18pk | 单位价: 0.85 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 7 Carton 12pack | 总价: 8.6|总数量：12pk | 单位价: 0.72 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 6 Carton 12pack | 总价: 8.45|总数量：12pk | 单位价: 0.7 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Mixed Grade Carton 6pack | 总价: 5.2|总数量：6pk | 单位价: 0.87 单位： ea | Promo: 0
[Egg] Hens Choice Eggs Cage Free Mixed Grade Carton 12pack | 总价: 8.95|总数量：12pk | 单位价: 0.75 单位： ea | Promo: 0
[Egg] Woodland Eggs Free Range Size 6 Carton 18pack | 总价: 16.65|总数量：18pk | 单位价: 0.93 单位： ea | Promo: 0
[Egg] Otaika Valley Eggs Free Range Size 7 Carton 18pack | 总价: 16.8|总数量：18pk | 单位价: 0.93 单位： ea | Promo: 1
[Egg] Macro Eggs Free Range Size 7 Carton 6pack | 总价: 6.3|总数量：6pk | 单位价: 1.05 单位： ea | Promo: 0
[Egg] Hens Choice Eggs Barn Mixed Grade Carton 6pack | 总价: 5.45|总数量：6pk | 单位价: 0.91 单位： ea | Promo: 0
[Egg] Henergy Eggs Cage Free Jumbo Carton 10pack | 总价: 9.5|总数量：10pk | 单位价: 0.95 单位： ea | Promo: 0
[Egg] Better Eggs Spca Eggs Free Range Size 7 Carton 12pack | 总价: 12.5|总数量：12pk | 单位价: 1.04 单位： ea | Promo: 0
[Egg] Better Eggs Spca Eggs Free Range Size 8 Carton 10pack | 总价: 11.5|总数量：10pk | 单位价: 1.15 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Size 8 Carton 10pack | 总价: 10.0|总数量：10pk | 单位价: 1.0 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 6 Carton 18pack | 总价: 12.25|总数量：18pk | 单位价: 0.68 单位： ea | Promo: 0
[Egg] Wholesome Barn Eggs Cage Free Size 7 Carton 12pack | 总价: 9.95|总数量：12pk | 单位价: 0.83 单位： ea | Promo: 0
[Egg] Woolworths Eggs Barn Size 7 Carton 6pack | 总价: 5.5|总数量：6pk | 单位价: 0.92 单位： ea | Promo: 0
[Egg] Natural Spca Eggs Free Range Carton 6pack | 总价: 6.85|总数量：6pk | 单位价: 1.14 单位： ea | Promo: 0
[Egg] Woodland Eggs Free Range Size 8 Carton 6pack | 总价: 7.25|总数量：6pk | 单位价: 1.21 单位： ea | Promo: 0
[Egg] Woodland Eggs Free Range Size 8 Carton 10pack | 总价: 11.99|总数量：10pk | 单位价: 1.2 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 8 Carton 10pack | 总价: 11.2|总数量：10pk | 单位价: 1.12 单位： ea | Promo: 0
[Egg] Better Eggs Spca Eggs Free Range Size 7 Carton 6pack | 总价: 6.4|总数量：6pk | 单位价: 1.07 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 7 Carton 18pack | 总价: 13.2|总数量：18pk | 单位价: 0.73 单位： ea | Promo: 0
[Egg] Bowalley Eggs Free Range Mixed Grade Carton 10pack | 总价: 7.99|总数量：10pk | 单位价: 0.8 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Cage Free Barn Size 8 Carton 10pack | 总价: 10.1|总数量：10pk | 单位价: 1.01 单位： ea | Promo: 0
分类 [Egg] 商品信息打印完毕

 共找到 8 个商品
[Egg] Wholesome Barn Eggs Cage Free Size 7 Carton 6pack | 总价: 5.59|总数量：6pk | 单位价: 0.93 单位： ea | Promo: 0
[Egg] Wholesome New Zealand Eggs Organic Free Range Carton 10pack | 总价: 12.45|总数量：10pk | 单位价: 1.25 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 8 Carton 10pack | 总价: 8.45|总数量：10pk | 单位价: 0.85 单位： ea | Promo: 0
[Egg] New Day Eggs Free Range Size 7 Carton 10pack | 总价: 10.39|总数量：10pk | 单位价: 1.04 单位： ea | Promo: 0
[Egg] Macro Eggs Free Range Size 8 Carton 6pack | 总价: 6.49|总数量：6pk | 单位价: 1.08 单位： ea | Promo: 0
[Egg] Bowalley Eggs Free Range Size 7 Carton 10pack | 总价: 10.4|总数量：10pk | 单位价: 1.04 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 7 Carton 6pack | 总价: 5.79|总数量：6pk | 单位价: 0.97 单位： ea | Promo: 0
[Egg] Farmer Brown Eggs Colony Size 8 Carton 6pack | 总价: 6.45|总数量：6pk | 单位价: 1.08 单位： ea | Promo: 0
分类 [Egg] 商品信息打印完毕

已到最后一页，停止翻页

 正在爬取分类：Milk - https://www.woolworths.co.nz/shop/browse/fridge-deli/milk/full-cream-milk
 共找到 25 个商品
[Milk] Woolworths Milk Standard Bottle 3L | 总价: 6.65|总数量：3l | 单位价: 2.22 单位： L | Promo: 0
[Milk] Woolworths Milk Standard Bottle 2L | 总价: 4.38|总数量：2l | 单位价: 2.19 单位： L | Promo: 0
[Milk] Woolworths Milk Standard Bottle 1L | 总价: 2.95|总数量：1l | 单位价: 2.95 单位： L | Promo: 0
[Milk] Anchor Milk Standard Blue Bottle 2L | 总价: 5.64|总数量：2l | 单位价: 2.82 单位： L | Promo: 0
[Milk] Anchor Milk Standard Blue Bottle 1L | 总价: 3.39|总数量：1l | 单位价: 3.39 单位： L | Promo: 0
[Milk] Anchor Milk Standard Blue Bottle 3L | 总价: 8.36|总数量：3l | 单位价: 2.79 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Bottle 2L | 总价: 5.58|总数量：2l | 单位价: 2.79 单位： L | Promo: 0
[Milk] Fresha Valley Milk Standard A2 Bottle 2L | 总价: 6.57|总数量：2l | 单位价: 3.29 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Bottle 1L | 总价: 3.38|总数量：1l | 单位价: 3.38 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Farmhouse- Full Cream Bottle 2L | 总价: 6.89|总数量：2l | 单位价: 3.45 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Carton 300mL | 总价: 1.64|总数量：300ml | 单位价: 5.47 单位： L | Promo: 0
[Milk] Anchor A2 Milk Standard Blue Bottle 2L | 总价: 7.48|总数量：2l | 单位价: 3.74 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Organic Homogenised Bottle 750mL | 总价: 3.85|总数量：750ml | 单位价: 5.13 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Bottle 3L | 总价: 8.38|总数量：3l | 单位价: 2.79 单位： L | Promo: 0
[Milk] Macro Milk Standard Organic Full Cream Bottle 1L | 总价: 5.1|总数量：1l | 单位价: 5.1 单位： L | Promo: 0
[Milk] Woolworths Milk Standard Non Homogenised Bottle 1L | 总价: 3.99|总数量：1l | 单位价: 3.99 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Standard Original Carton 600mL | 总价: 2.69|总数量：600ml | 单位价: 4.48 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Organic Standard Bottle 2L | 总价: 6.93|总数量：2l | 单位价: 3.47 单位： L | Promo: 1
[Milk] Fresha Valley Milk Barista Bottle 2L | 总价: 5.49|总数量：2l | 单位价: 2.75 单位： L | Promo: 0
[Milk] Naturalea Organic Milk Organic Whole Carton 1L | 总价: 4.88|总数量：1l | 单位价: 4.88 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Standard Non Homogenised Bottle 1.5L | 总价: 6.65|总数量：1.5l | 单位价: 4.43 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Standard Homogenised Bottle 1.5L | 总价: 6.65|总数量：1.5l | 单位价: 4.43 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Organic Homogenised Pure Milk Bottle 1.5L | 总价: 7.59|总数量：1.5l | 单位价: 5.06 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Organic Non Homogenised Bottle 750mL | 总价: 3.85|总数量：750ml | 单位价: 5.13 单位： L | Promo: 0
[Milk] Puhoi Valley Milk & Cream Blend Half & Half 750mL | 总价: 7.52|总数量：750ml | 单位价: 10.03 单位： L | Promo: 0
分类 [Milk] 商品信息打印完毕


 正在爬取分类：Milk - https://www.woolworths.co.nz/shop/browse/fridge-deli/milk/trim-light-milk
 共找到 26 个商品
[Milk] Woolworths Milk Lite Bottle 3L | 总价: 6.65|总数量：3l | 单位价: 2.22 单位： L | Promo: 0
[Milk] Woolworths Milk Lite 2L | 总价: 4.38|总数量：2l | 单位价: 2.19 单位： L | Promo: 0
[Milk] Woolworths Milk Lite Bottle 1L | 总价: 2.95|总数量：1l | 单位价: 2.95 单位： L | Promo: 0
[Milk] Woolworths Milk Trim 2L | 总价: 4.38|总数量：2l | 单位价: 2.19 单位： L | Promo: 0
[Milk] Anchor Milk Lite 98.5% Fat Free Bottle 2L | 总价: 5.64|总数量：2l | 单位价: 2.82 单位： L | Promo: 0
[Milk] Anchor Calci+ Milk Trim Bottle 2L | 总价: 6.66|总数量：2l | 单位价: 3.33 单位： L | Promo: 0
[Milk] Woolworths Milk Trim Bottle 1L | 总价: 2.95|总数量：1l | 单位价: 2.95 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Trim Calci-Trim Bottle 1L | 总价: 3.6|总数量：1l | 单位价: 3.6 单位： L | Promo: 0
[Milk] Woolworths Milk Trim Bottle 3L | 总价: 6.65|总数量：3l | 单位价: 2.22 单位： L | Promo: 0
[Milk] Anchor Milk Lite 98.5% Fat Free Bottle 1L | 总价: 3.39|总数量：1l | 单位价: 3.39 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Trim Calci-Trim Bottle 2L | 总价: 6.7|总数量：2l | 单位价: 3.35 单位： L | Promo: 0
[Milk] Anchor Milk Trim 99.7% Fat Free Bottle 2L | 总价: 5.64|总数量：2l | 单位价: 2.82 单位： L | Promo: 0
[Milk] Anchor Zero-Lacto Milk Lite 99.9% Fat & Lactose Free Bottle 1L | 总价: 5.04|总数量：1l | 单位价: 5.04 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Lite Bottle 2L | 总价: 5.58|总数量：2l | 单位价: 2.79 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Organic Homogenised Bottle 750mL | 总价: 3.85|总数量：750ml | 单位价: 5.13 单位： L | Promo: 0
[Milk] Macro Milk Standard Organic Full Cream Bottle 1L | 总价: 5.1|总数量：1l | 单位价: 5.1 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Organic Standard Bottle 2L | 总价: 6.93|总数量：2l | 单位价: 3.47 单位： L | Promo: 1
[Milk] Naturalea Organic Milk Organic Whole Carton 1L | 总价: 4.88|总数量：1l | 单位价: 4.88 单位： L | Promo: 0
[Milk] Anchor A2 Milk Lite Bottle 2L | 总价: 7.48|总数量：2l | 单位价: 3.74 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Organic Homogenised Pure Milk Bottle 1.5L | 总价: 7.59|总数量：1.5l | 单位价: 5.06 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Lite Bottle 1L | 总价: 3.38|总数量：1l | 单位价: 3.38 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Trim Bottle 2L | 总价: 5.58|总数量：2l | 单位价: 2.79 单位： L | Promo: 0
[Milk] Puhoi Valley Milk Organic Non Homogenised Bottle 750mL | 总价: 3.85|总数量：750ml | 单位价: 5.13 单位： L | Promo: 0
[Milk] Puhoi Organic Milk Light Bottle 1.5L | 总价: 7.59|总数量：1.5l | 单位价: 5.06 单位： L | Promo: 0
[Milk] Puhoi Organic Milk Light Bottle 750mL | 总价: 3.85|总数量：750ml | 单位价: 5.13 单位： L | Promo: 0
[Milk] Meadow Fresh Milk Trim Bottle 1L | 总价: 3.38|总数量：1l | 单位价: 3.38 单位： L | Promo: 0
分类 [Milk] 商品信息打印完毕


 正在爬取分类：Meat - https://www.woolworths.co.nz/shop/browse/meat-poultry/beef
 共找到 48 个商品
[Meat] Woolworths Beef Mince Value Min Order 500g | 总价: 18.9|总数量：kg | 单位价: 18.9 单位： kg | Promo: 0
[Meat] Woolworths Beef Mince Premium Min Order 500g | 总价: 21.15|总数量：kg | 单位价: 21.15 单位： kg | Promo: 1
[Meat] Woolworths Beef Mince Prime Min Order 500g | 总价: 17.75|总数量：kg | 单位价: 17.75 单位： kg | Promo: 1
[Meat] Woolworths NZ Sausages Classic Beef 450g Tray 6pack | 总价: 8.0|总数量：kg | 单位价: 17.78 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Rump Steak Grass Fed Min Order 500g | 总价: 28.9|总数量：kg | 单位价: 28.9 单位： kg | Promo: 0
[Meat] Hellers Sausages Old Fashioned Beef 6pack | 总价: 10.75|总数量：kg | 单位价: 22.4 单位： kg | Promo: 1
[Meat] Hellers Burger Patties Mini Beef 300g | 总价: 8.0|总数量：kg | 单位价: 26.67 单位： kg | Promo: 0
[Meat] Woolworths NZ Sausages Beef Breakfast 375g Tray 10pack | 总价: 8.0|总数量：kg | 单位价: 21.33 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Sirloin Steak Porterhouse Grass Fed Large Tray Min Order 650g | 总价: 37.9|总数量：kg | 单位价: 37.9 单位： kg | Promo: 0
[Meat] Woolworths Beef Mince Large Tray Value Pk Min Order 1kg | 总价: 18.9|总数量：kg | 单位价: 18.9 单位： kg | Promo: 0
[Meat] Silver Fern Farms Honest Beef Burgers With Smoky Caramelized Onion 2 Pack 500g | 总价: 13.45|总数量：kg | 单位价: 26.9 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Chuck Steak Diced Grass Fed 340g Tray | 总价: 8.0|总数量：kg | 单位价: 23.53 单位： kg | Promo: 0
[Meat] Woolworths NZ Corned Beef Silverside Grass Fed Min Order 1kg | 总价: 17.9|总数量：kg | 单位价: 17.9 单位： kg | Promo: 0
[Meat] Silver Fern Farms Beef Flat-Iron Steaks 220g | 总价: 12.1|总数量：kg | 单位价: 55.0 单位： kg | Promo: 1
[Meat] Woolworths Sausages Angus Beef 450g Tray 6pack | 总价: 9.9|总数量：kg | 单位价: 22.0 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Rump Steak Whole Min Order 5kg | 总价: 16.9|总数量：kg | 单位价: 16.9 单位： kg | Promo: 1
[Meat] Woolworths Beef Meatballs Grass Fed Beef NZ 20-Pack 400g | 总价: 10.75|总数量：kg | 单位价: 26.88 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Schnitzel 2pack Grass Fed Small Tray Min Order 250g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Meat Street Beef Grill Steaks 3pk 360g | 总价: 8.0|总数量：kg | 单位价: 22.22 单位： kg | Promo: 0
[Meat] Hellers Burger Patties Angus 454g 4pack | 总价: 12.95|总数量：kg | 单位价: 28.52 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Cross Cut Blade Steak Grass Fed Medium Tray Min Order 700g | 总价: 24.6|总数量：kg | 单位价: 24.6 单位： kg | Promo: 0
[Meat] Meat Street Burger Patties Classic Beef 320g 4pack | 总价: 8.0|总数量：kg | 单位价: 25.0 单位： kg | Promo: 0
[Meat] Woolworths Scotch Fillet Steak Rib Eye Small Tray Min Order 500g | 总价: 43.9|总数量：kg | 单位价: 43.9 单位： kg | Promo: 0
[Meat] Woolworths Beef Mince Prime Large Tray 700g Min Order | 总价: 17.75|总数量：kg | 单位价: 17.75 单位： kg | Promo: 1
[Meat] Silver Fern Farms Honest Lamb Burgers With Apple & Mint 2 Pack 500g | 总价: 13.45|总数量：kg | 单位价: 26.9 单位： kg | Promo: 1
[Meat] Woolworths Angus Beef Mince Premium NZ Min Order 600g | 总价: 31.9|总数量：kg | 单位价: 31.9 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Schnitzel Crumbed 2pack Grass Fed Min Order 300g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Sausages Spicy Chorizo Style 450g Tray 6pack | 总价: 10.95|总数量：kg | 单位价: 24.33 单位： kg | Promo: 0
[Meat] Woolworths Scotch Fillet Rib Eye Steak Large Tray | 总价: 43.9|总数量：kg | 单位价: 43.9 单位： kg | Promo: 0
[Meat] Woolworths NZ Sausages Cheesy Beef 450g Tray 6pack | 总价: 10.95|总数量：kg | 单位价: 24.33 单位： kg | Promo: 0
[Meat] Woolworths Meatballs Pork & Beef 400g | 总价: 10.75|总数量：kg | 单位价: 26.88 单位： kg | Promo: 0
[Meat] Woolworths Angus Beef Eye Fillet Steak Finest NZ 300g-500g | 总价: 70.5|总数量：kg | 单位价: 70.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Scotch Fillet Steak Whole Min Order 3.5kg | 总价: 32.9|总数量：kg | 单位价: 32.9 单位： kg | Promo: 1
[Meat] Woolworths Burger Patties Prime 400g 4pack | 总价: 12.95|总数量：kg | 单位价: 32.38 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Chuck Steak Grass Fed Medium Tray Min Order 700g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Stir Fry Premium Grass Fed Min Order 200g | 总价: 30.5|总数量：kg | 单位价: 30.5 单位： kg | Promo: 0
[Meat] Meat Street Beef Grill Sticks Steakhouse 5pk 300g | 总价: 8.0|总数量：kg | 单位价: 26.67 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Eye Fillet Steak Whole Min Order 2kg | 总价: 40.9|总数量：kg | 单位价: 40.9 单位： kg | Promo: 1
[Meat] Woolworths NZ Beef Schnitzel 8pack Grass Fed Min Order 800g | 总价: 27.5|总数量：kg | 单位价: 27.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Bbq Steak Tenderised Marinated Grass Fed Min Order 900g | 总价: 29.5|总数量：kg | 单位价: 29.5 单位： kg | Promo: 0
[Meat] Woolworths NZ Beef Diced Premium Grass Fed Min Order 650g | 总价: 30.5|总数量：kg | 单位价: 30.5 单位： kg | Promo: 0
